Ambient light color: Red=1 Green=1 Blue=1

Named object: "ARAK-AFT-L"
Tri-mesh, Vertices: 866     Faces: 1728
Vertex list:
Vertex 0:  X:-1.10261	Y:1.80099	Z:0.0408326
Material:"r255g128b0a0"
Smoothing:  1
Face 125: A:71 B:67 C:69 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 126: A:58 B:70 C:71 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 127: A:58 B:71 C:59 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 128: A:1 B:72 C:21 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 129: A:1 B:21 C:4 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 130: A:10 B:72 C:1 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 131: A:10 B:1 C:0 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 132: A:16 B:72 C:10 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 133: A:16 B:10 C:9 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 134: A:21 B:72 C:16 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 135: A:21 B:16 C:15 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 136: A:74 B:75 C:76 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 137: A:74 B:76 C:73 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 138: A:71 B:75 C:74 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 139: A:71 B:74 C:59 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 140: A:77 B:75 C:71 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 141: A:77 B:71 C:69 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 142: A:76 B:75 C:77 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 143: A:76 B:77 C:78 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 144: A:77 B:79 C:80 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 145: A:77 B:80 C:78 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 146: A:68 B:79 C:77 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 147: A:68 B:77 C:69 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 148: A:81 B:79 C:68 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 149: A:81 B:68 C:65 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 150: A:80 B:79 C:81 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 151: A:80 B:81 C:82 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 152: A:81 B:83 C:84 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 153: A:81 B:84 C:82 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 154: A:64 B:83 C:81 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 155: A:64 B:81 C:65 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 156: A:85 B:83 C:64 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 157: A:85 B:64 C:61 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 158: A:84 B:83 C:85 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 159: A:84 B:85 C:86 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 160: A:85 B:87 C:88 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 161: A:85 B:88 C:86 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 162: A:60 B:87 C:85 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 163: A:60 B:85 C:61 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 164: A:74 B:87 C:60 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 165: A:74 B:60 C:59 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 166: A:88 B:87 C:74 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 167: A:88 B:74 C:73 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 168: A:90 B:91 C:92 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 169: A:90 B:92 C:89 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 170: A:76 B:91 C:90 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 171: A:76 B:90 C:73 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 172: A:93 B:91 C:76 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 173: A:93 B:76 C:78 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 174: A:92 B:91 C:93 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 175: A:92 B:93 C:94 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 176: A:93 B:95 C:96 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 177: A:93 B:96 C:94 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 178: A:80 B:95 C:93 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 179: A:80 B:93 C:78 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 180: A:97 B:95 C:80 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 181: A:97 B:80 C:82 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 182: A:96 B:95 C:97 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 183: A:96 B:97 C:98 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 184: A:97 B:99 C:100 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 185: A:97 B:100 C:98 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 186: A:84 B:99 C:97 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 187: A:84 B:97 C:82 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 188: A:101 B:99 C:84 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 189: A:101 B:84 C:86 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 190: A:100 B:99 C:101 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 191: A:100 B:101 C:102 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 192: A:101 B:103 C:104 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 193: A:101 B:104 C:102 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 194: A:88 B:103 C:101 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 195: A:88 B:101 C:86 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 196: A:90 B:103 C:88 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 197: A:90 B:88 C:73 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 198: A:104 B:103 C:90 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 199: A:104 B:90 C:89 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 200: A:106 B:107 C:108 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 201: A:106 B:108 C:105 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 202: A:92 B:107 C:106 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 203: A:92 B:106 C:89 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 204: A:109 B:107 C:92 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 205: A:109 B:92 C:94 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 206: A:108 B:107 C:109 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 207: A:108 B:109 C:110 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 208: A:109 B:111 C:112 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 209: A:109 B:112 C:110 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 210: A:96 B:111 C:109 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 211: A:96 B:109 C:94 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 212: A:113 B:111 C:96 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 213: A:113 B:96 C:98 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 214: A:112 B:111 C:113 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 215: A:112 B:113 C:114 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 216: A:113 B:115 C:116 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 217: A:113 B:116 C:114 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 218: A:100 B:115 C:113 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 219: A:100 B:113 C:98 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 220: A:117 B:115 C:100 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 221: A:117 B:100 C:102 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 222: A:116 B:115 C:117 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 223: A:116 B:117 C:118 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 224: A:117 B:119 C:120 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 225: A:117 B:120 C:118 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 226: A:104 B:119 C:117 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 227: A:104 B:117 C:102 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 228: A:106 B:119 C:104 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 229: A:106 B:104 C:89 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 230: A:120 B:119 C:106 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 231: A:120 B:106 C:105 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 232: A:122 B:123 C:124 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 233: A:122 B:124 C:121 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 234: A:108 B:123 C:122 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 235: A:108 B:122 C:105 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 236: A:125 B:123 C:108 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 237: A:125 B:108 C:110 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 238: A:124 B:123 C:125 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 239: A:124 B:125 C:126 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 240: A:125 B:127 C:128 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 241: A:125 B:128 C:126 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 242: A:112 B:127 C:125 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 243: A:112 B:125 C:110 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 244: A:129 B:127 C:112 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 245: A:129 B:112 C:114 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 246: A:128 B:127 C:129 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 247: A:128 B:129 C:130 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 248: A:129 B:131 C:132 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 249: A:129 B:132 C:130 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 250: A:116 B:131 C:129 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 251: A:116 B:129 C:114 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 252: A:133 B:131 C:116 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 253: A:133 B:116 C:118 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 254: A:132 B:131 C:133 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 255: A:132 B:133 C:134 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 256: A:133 B:135 C:136 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 257: A:133 B:136 C:134 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 258: A:120 B:135 C:133 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 259: A:120 B:133 C:118 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 260: A:122 B:135 C:120 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 261: A:122 B:120 C:105 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 262: A:136 B:135 C:122 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 263: A:136 B:122 C:121 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 264: A:138 B:139 C:140 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 265: A:138 B:140 C:137 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 266: A:124 B:139 C:138 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 267: A:124 B:138 C:121 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 268: A:141 B:139 C:124 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 269: A:141 B:124 C:126 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 270: A:140 B:139 C:141 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 271: A:140 B:141 C:142 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 272: A:141 B:143 C:144 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 273: A:141 B:144 C:142 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 274: A:128 B:143 C:141 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 275: A:128 B:141 C:126 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 276: A:145 B:143 C:128 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 277: A:145 B:128 C:130 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 278: A:144 B:143 C:145 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 279: A:144 B:145 C:146 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 280: A:145 B:147 C:148 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 281: A:145 B:148 C:146 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 282: A:132 B:147 C:145 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 283: A:132 B:145 C:130 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 284: A:149 B:147 C:132 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 285: A:149 B:132 C:134 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 286: A:148 B:147 C:149 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 287: A:148 B:149 C:150 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 288: A:149 B:151 C:152 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 289: A:149 B:152 C:150 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 290: A:136 B:151 C:149 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 291: A:136 B:149 C:134 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 292: A:138 B:151 C:136 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 293: A:138 B:136 C:121 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 294: A:152 B:151 C:138 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 295: A:152 B:138 C:137 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 296: A:154 B:155 C:156 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 297: A:154 B:156 C:153 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 298: A:140 B:155 C:154 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 299: A:140 B:154 C:137 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 300: A:157 B:155 C:140 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 301: A:157 B:140 C:142 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 302: A:156 B:155 C:157 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 303: A:156 B:157 C:158 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 304: A:157 B:159 C:160 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 305: A:157 B:160 C:158 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 306: A:144 B:159 C:157 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 307: A:144 B:157 C:142 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 308: A:161 B:159 C:144 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 309: A:161 B:144 C:146 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 310: A:160 B:159 C:161 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 311: A:160 B:161 C:162 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 312: A:161 B:163 C:164 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 313: A:161 B:164 C:162 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 314: A:148 B:163 C:161 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 315: A:148 B:161 C:146 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 316: A:165 B:163 C:148 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 317: A:165 B:148 C:150 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 318: A:164 B:163 C:165 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 319: A:164 B:165 C:166 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 320: A:165 B:167 C:168 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 321: A:165 B:168 C:166 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 322: A:152 B:167 C:165 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 323: A:152 B:165 C:150 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 324: A:154 B:167 C:152 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 325: A:154 B:152 C:137 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 326: A:168 B:167 C:154 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 327: A:168 B:154 C:153 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 328: A:170 B:171 C:172 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 329: A:170 B:172 C:169 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 330: A:156 B:171 C:170 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 331: A:156 B:170 C:153 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 332: A:173 B:171 C:156 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 333: A:173 B:156 C:158 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 334: A:172 B:171 C:173 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 335: A:172 B:173 C:174 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 336: A:173 B:175 C:176 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 337: A:173 B:176 C:174 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 338: A:160 B:175 C:173 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 339: A:160 B:173 C:158 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 340: A:177 B:175 C:160 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 341: A:177 B:160 C:162 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 342: A:176 B:175 C:177 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 343: A:176 B:177 C:178 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 344: A:177 B:179 C:180 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 345: A:177 B:180 C:178 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 346: A:164 B:179 C:177 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 347: A:164 B:177 C:162 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 348: A:181 B:179 C:164 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 349: A:181 B:164 C:166 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 350: A:180 B:179 C:181 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 351: A:180 B:181 C:182 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 352: A:181 B:183 C:184 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 353: A:181 B:184 C:182 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 354: A:168 B:183 C:181 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 355: A:168 B:181 C:166 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 356: A:170 B:183 C:168 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 357: A:170 B:168 C:153 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 358: A:184 B:183 C:170 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 359: A:184 B:170 C:169 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 360: A:186 B:187 C:188 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 361: A:186 B:188 C:185 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 362: A:172 B:187 C:186 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 363: A:172 B:186 C:169 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 364: A:189 B:187 C:172 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 365: A:189 B:172 C:174 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 366: A:188 B:187 C:189 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 367: A:188 B:189 C:190 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 368: A:189 B:191 C:192 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 369: A:189 B:192 C:190 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 370: A:176 B:191 C:189 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 371: A:176 B:189 C:174 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 372: A:193 B:191 C:176 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 373: A:193 B:176 C:178 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 374: A:192 B:191 C:193 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 375: A:192 B:193 C:194 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
Face 376: A:193 B:195 C:196 AB:1 BC:1 CA:1
Material:"r255g128b0a0"
Smoothing:  1
